Red:Wavelength(nm),Red:Intensity,Blue:Wavelength(nm),Blue:Intensity,Orange:Wavelength(nm),Orange:Intensity,Yellow:Wavelength(nm),Yellow:Intensity,Green:Wavelength(nm),Green:Intensity,White Blue:Wavelength(nm),White Blue:Intensity,Red 2:Wavelength(nm),Red 2:Intensity,Red 3:Wavelength(nm),Red 3:Intensity,Red 4:Wavelength(nm),Red 4:Intensity
648.3,0.010173,648.3,0.000668,648.3,0.005466,648.3,5.92E-05,648.3,-9.84E-05,648.3,0.005883,648.3,0.031654,648.3,0.022089,648.3,0.531131
649.1,0.010029,649.1,0.000437,649.1,0.004983,649.1,0.000464,649.1,-0.00042,649.1,0.005178,649.1,0.031061,649.1,0.021623,649.1,0.541102
649.8,0.009781,649.8,0.000384,649.8,0.005091,649.8,0.000599,649.8,-0.0002,649.8,0.004851,649.8,0.029526,649.8,0.021318,649.8,0.541007
650.5,0.009268,650.5,0.000392,650.5,0.005227,650.5,0.000644,650.5,0.000292,650.5,0.004542,650.5,0.027167,650.5,0.020252,650.5,0.528247
651.3,0.009113,651.3,0.001059,651.3,0.005572,651.3,0.000728,651.3,0.001289,651.3,0.00456,651.3,0.024664,651.3,0.019133,651.3,0.502688
652,0.008321,652,0.000519,652,0.00536,652,-8.44E-05,652,0.000807,652,0.004657,652,0.021273,652,0.017093,652,0.468092
652.8,0.00782,652.8,0.000578,652.8,0.004929,652.8,0.000213,652.8,0.00071,652.8,0.004812,652.8,0.018262,652.8,0.014824,652.8,0.42644
653.5,0.006879,653.5,0.000797,653.5,0.00457,653.5,0.00017,653.5,0.000809,653.5,0.004941,653.5,0.016152,653.5,0.012706,653.5,0.378831
654.3,0.005958,654.3,0.000886,654.3,0.004083,654.3,0.000933,654.3,0.001029,654.3,0.005098,654.3,0.013885,654.3,0.011056,654.3,0.325615
655,0.005656,655,0.000963,655,0.004543,655,0.001024,655,0.001583,655,0.004675,655,0.013388,655,0.010901,655,0.274115
655.8,0.00522,655.8,0.000499,655.8,0.003937,655.8,0.001185,655.8,0.001175,655.8,0.004638,655.8,0.011053,655.8,0.00966,655.8,0.228692
656.5,0.005007,656.5,1.41E-05,656.5,0.003848,656.5,0.000826,656.5,0.000594,656.5,0.004176,656.5,0.009804,656.5,0.008443,656.5,0.189343
657.3,0.004508,657.3,8.66E-05,657.3,0.003236,657.3,0.000744,657.3,0.000386,657.3,0.005034,657.3,0.007987,657.3,0.007053,657.3,0.156767
658,0.003803,658,0.000246,658,0.003086,658,0.000478,658,0.00011,658,0.004809,658,0.007436,658,0.006849,658,0.128719
658.8,0.003465,658.8,0.001296,658.8,0.003477,658.8,0.001132,658.8,0.000993,658.8,0.005382,658.8,0.007491,658.8,0.006858,658.8,0.107681
659.5,0.002555,659.5,0.001337,659.5,0.003691,659.5,0.001396,659.5,0.000513,659.5,0.004455,659.5,0.006414,659.5,0.00637,659.5,0.089724
660.3,0.002465,660.3,0.001025,660.3,0.003698,660.3,0.000784,660.3,-0.00015,660.3,0.004655,660.3,0.00563,660.3,0.005747,660.3,0.075813
661,0.002566,661,0.00038,661,0.003103,661,-0.0001,661,-0.00129,661,0.004289,661,0.004951,661,0.005034,661,0.063785
661.8,0.002432,661.8,-0.00031,661.8,0.002312,661.8,-0.00055,661.8,-0.0014,661.8,0.004236,661.8,0.004706,661.8,0.004281,661.8,0.054484
662.5,0.002439,662.5,-0.00015,662.5,0.002242,662.5,0.000416,662.5,-0.00087,662.5,0.004699,662.5,0.004405,662.5,0.00406,662.5,0.046878
663.3,0.002054,663.3,0.000306,663.3,0.002299,663.3,0.001057,663.3,0.000328,663.3,0.005183,663.3,0.003649,663.3,0.004026,663.3,0.040295
664,0.002673,664,0.00099,664,0.003222,664,0.001475,664,0.000656,664,0.005504,664,0.003552,664,0.00423,664,0.034827
664.8,0.002673,664.8,0.00142,664.8,0.003565,664.8,0.00164,664.8,0.001321,664.8,0.005248,664.8,0.003659,664.8,0.004826,664.8,0.030828
665.5,0.002365,665.5,0.000891,665.5,0.003542,665.5,0.00118,665.5,0.000612,665.5,0.004531,665.5,0.003942,665.5,0.003936,665.5,0.026902
666.2,0.001529,666.2,0.000634,666.2,0.002868,666.2,0.00063,666.2,0.000203,666.2,0.004153,666.2,0.003723,666.2,0.003976,666.2,0.023684
667,0.000994,667,-8.71E-05,667,0.002291,667,-0.00028,667,-0.00106,667,0.003946,667,0.003357,667,0.003091,667,0.020733
667.8,0.000994,667.8,0.000473,667.8,0.001527,667.8,-0.00072,667.8,-0.00124,667.8,0.00402,667.8,0.002464,667.8,0.003404,667.8,0.018374
668.5,0.00117,668.5,0.001178,668.5,0.001631,668.5,-0.00042,668.5,-0.0009,668.5,0.003965,668.5,0.00251,668.5,0.003024,668.5,0.01644
669.2,0.001215,669.2,0.001732,669.2,0.002034,669.2,0.000361,669.2,-5.03E-05,669.2,0.004165,669.2,0.002426,669.2,0.002805,669.2,0.015126
670,0.001473,670,0.001907,670,0.003197,670,0.001076,670,0.00109,670,0.004532,670,0.0034,670,0.002694,670,0.014713
670.7,0.001513,670.7,0.00132,670.7,0.002995,670.7,0.000974,670.7,0.000806,670.7,0.004925,670.7,0.002911,670.7,0.00246,670.7,0.0138
671.5,0.001559,671.5,0.00141,671.5,0.003036,671.5,0.001092,671.5,0.000371,671.5,0.005101,671.5,0.002903,671.5,0.00335,671.5,0.013031
672.2,0.001311,672.2,0.001103,672.2,0.002586,672.2,0.00117,672.2,-0.00036,672.2,0.005065,672.2,0.002019,672.2,0.003184,672.2,0.011511
672.9,0.00156,672.9,0.001122,672.9,0.003156,672.9,0.001608,672.9,0.000568,672.9,0.005167,672.9,0.002531,672.9,0.003447,672.9,0.010977
673.7,0.001859,673.7,0.001247,673.7,0.003475,673.7,0.001121,673.7,0.000762,673.7,0.005511,673.7,0.0032,673.7,0.003211,673.7,0.009909
674.4,0.001519,674.4,0.000949,674.4,0.003296,674.4,0.001063,674.4,0.001069,674.4,0.00543,674.4,0.003563,674.4,0.003054,674.4,0.009433
675.2,0.001463,675.2,0.000918,675.2,0.00286,675.2,0.000582,675.2,0.000593,675.2,0.005163,675.2,0.003178,675.2,0.002687,675.2,0.008787
675.9,0.001333,675.9,0.000907,675.9,0.002453,675.9,0.00097,675.9,0.001267,675.9,0.00478,675.9,0.002534,675.9,0.002042,675.9,0.008606
676.7,0.001899,676.7,0.001209,676.7,0.002285,676.7,0.000303,676.7,0.001102,676.7,0.004141,676.7,0.002069,676.7,0.002022,676.7,0.008073
677.4,0.000788,677.4,0.001009,677.4,0.001961,677.4,0.000343,677.4,0.000874,677.4,0.003947,677.4,0.001526,677.4,0.00153,677.4,0.007581
678.1,0.000873,678.1,0.000931,678.1,0.001695,678.1,0.000704,678.1,0.000259,678.1,0.003724,678.1,0.001535,678.1,0.001624,678.1,0.006778
678.9,-0.00017,678.9,0.000339,678.9,0.001712,678.9,0.001195,678.9,-0.00014,678.9,0.00379,678.9,0.00137,678.9,0.001593,678.9,0.006276
679.6,0.000943,679.6,0.000674,679.6,0.00197,679.6,0.001078,679.6,-0.00025,679.6,0.00394,679.6,0.001376,679.6,0.001713,679.6,0.005719
680.4,0.000135,680.4,-2.83E-05,680.4,0.001729,680.4,0.000407,680.4,-0.00022,680.4,0.003524,680.4,0.000818,680.4,0.001206,680.4,0.005525
681.1,0.000692,681.1,0.000696,681.1,0.001641,681.1,0.000172,681.1,4.95E-05,681.1,0.00347,681.1,0.00117,681.1,0.001406,681.1,0.005529
681.9,0.000103,681.9,0.000389,681.9,0.001231,681.9,0.000286,681.9,5.32E-05,681.9,0.003613,681.9,0.001643,681.9,0.001382,681.9,0.005269
682.6,0.000762,682.6,0.000933,682.6,0.001442,682.6,0.00036,682.6,0.000427,682.6,0.003706,682.6,0.001374,682.6,0.001479,682.6,0.005174
683.3,4.92E-05,683.3,0.000327,683.3,0.001501,683.3,-0.00014,683.3,6.13E-05,683.3,0.003642,683.3,0.00049,683.3,0.001069,683.3,0.00474
684.1,0.000221,684.1,0.000217,684.1,0.00145,684.1,-0.00064,684.1,0.000181,684.1,0.003431,684.1,-0.00013,684.1,0.000786,684.1,0.004612
684.8,-1.34E-05,684.8,0.000303,684.8,0.001711,684.8,-0.00093,684.8,5.98E-05,684.8,0.004121,684.8,0.000137,684.8,0.000887,684.8,0.004263
685.6,0.001017,685.6,0.000551,685.6,0.001627,685.6,1.01E-05,685.6,0.000457,685.6,0.004411,685.6,0.00085,685.6,0.001415,685.6,0.003855
686.3,0.001403,686.3,0.001256,686.3,0.00284,686.3,0.000542,686.3,0.001257,686.3,0.004406,686.3,0.001692,686.3,0.002409,686.3,0.004246
687.1,0.001157,687.1,0.001662,687.1,0.002943,687.1,0.000874,687.1,0.001775,687.1,0.004042,687.1,0.002065,687.1,0.002857,687.1,0.004668
687.8,0.00082,687.8,0.001463,687.8,0.003014,687.8,0.000989,687.8,0.001709,687.8,0.00445,687.8,0.002026,687.8,0.002345,687.8,0.004912
688.5,0.000338,688.5,0.001337,688.5,0.002069,688.5,0.000786,688.5,0.001064,688.5,0.004653,688.5,0.00124,688.5,0.00147,688.5,0.004248
689.3,0.000553,689.3,0.000447,689.3,0.001777,689.3,0.00012,689.3,0.000525,689.3,0.004698,689.3,0.001072,689.3,0.001602,689.3,0.003637
690,0.000799,690,0.001334,690,0.001891,690,-7.68E-05,690,0.000915,690,0.004967,690,0.000875,690,0.002154,690,0.004059
690.8,0.000624,690.8,0.00145,690.8,0.001564,690.8,-0.00024,690.8,0.001013,690.8,0.004664,690.8,0.000924,690.8,0.002133,690.8,0.003542
691.5,0.001213,691.5,0.002339,691.5,0.001305,691.5,0.001051,691.5,0.001247,691.5,0.004469,691.5,0.001156,691.5,0.001973,691.5,0.003457
692.3,0.00077,692.3,0.001713,692.3,0.000993,692.3,0.000914,692.3,0.001174,692.3,0.004119,692.3,0.001138,692.3,0.001116,692.3,0.002316
693,0.000775,693,0.000643,693,0.001217,693,0.000889,693,0.000405,693,0.004349,693,0.000944,693,0.0011,693,0.002931
693.7,0.000438,693.7,0.000606,693.7,0.001462,693.7,0.000349,693.7,-0.00042,693.7,0.004475,693.7,0.000341,693.7,0.0008,693.7,0.002218
694.5,0.00072,694.5,0.000534,694.5,0.001401,694.5,0.000439,694.5,-0.00018,694.5,0.003822,694.5,0.000758,694.5,0.001548,694.5,0.002683
695.2,0.000803,695.2,0.001039,695.2,0.001282,695.2,0.000549,695.2,-8.98E-05,695.2,0.003588,695.2,0.000646,695.2,0.001512,695.2,0.002235
696,0.000304,696,0.000192,696,0.000966,696,0.000126,696,-0.00014,696,0.0032,696,0.000579,696,0.000885,696,0.002597
696.7,0.000377,696.7,0.000173,696.7,0.001261,696.7,0.000282,696.7,-0.00076,696.7,0.003778,696.7,0.000392,696.7,0.000953,696.7,0.002337
697.5,-0.00029,697.5,-0.00018,697.5,0.000623,697.5,0.000309,697.5,-0.00059,697.5,0.003623,697.5,3.62E-05,697.5,0.000475,697.5,0.002313
698.2,3.33E-05,698.2,-7.11E-05,698.2,0.000688,698.2,0.000629,698.2,-0.00021,698.2,0.003937,698.2,0.000316,698.2,0.001402,698.2,0.00202
698.9,-0.00016,698.9,-1.60E-05,698.9,0.000907,698.9,0.001063,698.9,1.35E-05,698.9,0.003902,698.9,0.00047,698.9,0.001031,698.9,0.002388
699.7,0.000318,699.7,0.000397,699.7,0.001361,699.7,0.00083,699.7,0.000296,699.7,0.004067,699.7,0.001011,699.7,0.001476,699.7,0.002089
700.4,-0.00011,700.4,0.001184,700.4,0.001734,700.4,0.000741,700.4,0.000327,700.4,0.003609,700.4,0.001038,700.4,0.000859,700.4,0.001965
701.2,0.000279,701.2,0.001302,701.2,0.001428,701.2,0.000273,701.2,0.000513,701.2,0.003465,701.2,0.000297,701.2,0.000674,701.2,0.001729
701.9,0.000213,701.9,0.001946,701.9,0.001553,701.9,0.00114,701.9,0.000305,701.9,0.003232,701.9,0.000632,701.9,0.00101,701.9,0.001832
702.7,0.000568,702.7,0.001402,702.7,0.001427,702.7,0.000807,702.7,0.000157,702.7,0.003719,702.7,0.000138,702.7,0.00067,702.7,0.002289
703.4,0.000156,703.4,0.000787,703.4,0.001432,703.4,0.000551,703.4,-0.00021,703.4,0.003955,703.4,0.000477,703.4,0.000841,703.4,0.00234
704.1,0.000887,704.1,0.000768,704.1,0.001561,704.1,0.000598,704.1,0.000279,704.1,0.00423,704.1,0.000759,704.1,0.000871,704.1,0.002687
704.9,0.000539,704.9,0.000294,704.9,0.001481,704.9,0.001047,704.9,0.000435,704.9,0.003543,704.9,0.001055,704.9,0.001208,704.9,0.001768
705.6,-0.00011,705.6,0.001019,705.6,0.001425,705.6,0.001047,705.6,0.000639,705.6,0.003236,705.6,0.001001,705.6,0.000855,705.6,0.001778
706.4,-0.00068,706.4,0.000205,706.4,0.001168,706.4,0.000677,706.4,0.000645,706.4,0.003136,706.4,0.000684,706.4,0.00066,706.4,0.001401
707.1,-0.00011,707.1,0.000672,707.1,0.001401,707.1,0.000465,707.1,0.000808,707.1,0.003656,707.1,0.0009,707.1,0.000615,707.1,0.001825
707.9,0.000328,707.9,0.000646,707.9,0.001631,707.9,0.000798,707.9,0.000767,707.9,0.004358,707.9,0.001249,707.9,0.001586,707.9,0.002022
708.7,0.000518,708.7,0.000941,708.7,0.002072,708.7,0.000851,708.7,0.000707,708.7,0.004023,708.7,0.001515,708.7,0.002179,708.7,0.002117
709.5,-0.00057,709.5,0.001151,709.5,0.001995,709.5,0.000677,709.5,0.000139,709.5,0.003795,709.5,0.001173,709.5,0.002156,709.5,0.002032
710.2,-8.68E-05,710.2,0.001059,710.2,0.001763,710.2,0.000554,710.2,0.000426,710.2,0.003058,710.2,0.000716,710.2,0.001589,710.2,0.00185
711,0.000608,711,0.001275,711,0.001737,711,0.000624,711,0.000796,711,0.003183,711,0.000294,711,0.000998,711,0.001807
711.8,0.001827,711.8,0.001355,711.8,0.001178,711.8,0.000691,711.8,0.001467,711.8,0.003063,711.8,0.000552,711.8,0.00103,711.8,0.001558
712.6,0.001782,712.6,0.001373,712.6,0.001457,712.6,0.000743,712.6,0.001604,712.6,0.003117,712.6,0.001077,712.6,0.001105,712.6,0.001469
713.3,0.000997,713.3,0.001278,713.3,0.001642,713.3,0.000301,713.3,0.001029,713.3,0.002849,713.3,0.000967,713.3,0.001647,713.3,0.001739
714.1,0.000905,714.1,0.001301,714.1,0.002108,714.1,0.000693,714.1,0.001495,714.1,0.002781,714.1,0.000848,714.1,0.002118,714.1,0.002426
714.9,0.000835,714.9,0.000784,714.9,0.001986,714.9,0.000467,714.9,0.001194,714.9,0.00217,714.9,0.000365,714.9,0.001937,714.9,0.002291
715.6,0.001146,715.6,0.000933,715.6,0.001895,715.6,0.001179,715.6,0.001748,715.6,0.002287,715.6,0.000441,715.6,0.001329,715.6,0.002045
716.4,0.001137,716.4,0.001107,716.4,0.00203,716.4,0.000971,716.4,0.001199,716.4,0.002341,716.4,0.000649,716.4,0.001001,716.4,0.001719
717.2,0.000951,717.2,0.001155,717.2,0.001635,717.2,0.000838,717.2,0.000747,717.2,0.002475,717.2,0.000741,717.2,0.001055,717.2,0.001655
718,0.00025,718,0.001052,718,0.001531,718,0.000427,718,-9.70E-05,718,0.002414,718,0.000866,718,0.001092,718,0.000901
718.7,-0.00012,718.7,0.0004,718.7,0.001298,718.7,2.67E-05,718.7,-3.36E-05,718.7,0.002604,718.7,0.000835,718.7,0.000793,718.7,0.000667
719.5,-0.00081,719.5,0.000217,719.5,0.000856,719.5,6.24E-05,719.5,-0.00015,719.5,0.002487,719.5,0.000477,719.5,-3.50E-05,719.5,-3.28E-06
720.3,-0.00032,720.3,-0.00018,720.3,0.000356,720.3,0.0007,720.3,-5.64E-05,720.3,0.00244,720.3,-5.79E-05,720.3,0.000309,720.3,0.000818
721.1,-0.00037,721.1,-2.42E-05,721.1,0.000589,721.1,0.001749,721.1,0.000373,721.1,0.002625,721.1,0.00012,721.1,0.000336,721.1,0.001219
721.8,0.00034,721.8,0.000875,721.8,0.001173,721.8,0.002263,721.8,0.000979,721.8,0.003083,721.8,0.000534,721.8,0.001151,721.8,0.002448
722.6,-0.00039,722.6,0.000249,722.6,0.001145,722.6,0.000947,722.6,0.000642,722.6,0.002655,722.6,0.000313,722.6,0.000562,722.6,0.001482
723.4,-0.00014,723.4,0.000468,723.4,0.00084,723.4,0.000139,723.4,0.000378,723.4,0.002034,723.4,-0.0002,723.4,0.000345,723.4,0.001419
724.2,-0.00032,724.2,-0.00021,724.2,0.000627,724.2,-0.00046,724.2,0.000138,724.2,0.001732,724.2,-0.00048,724.2,0.000426,724.2,0.000743
724.9,0.000104,724.9,0.00049,724.9,0.001337,724.9,0.000345,724.9,0.000906,724.9,0.001945,724.9,-0.00022,724.9,0.000679,724.9,0.001834
725.7,-0.00031,725.7,0.000141,725.7,0.001106,725.7,-8.83E-06,725.7,2.22E-05,725.7,0.001776,725.7,-0.00049,725.7,0.000971,725.7,0.001308
726.5,0.00029,726.5,0.00067,726.5,0.0017,726.5,0.00051,726.5,0.000748,726.5,0.002212,726.5,0.000443,726.5,0.001357,726.5,0.001881
727.3,0.000339,727.3,4.57E-05,727.3,0.000935,727.3,0.000143,727.3,0.000366,727.3,0.002115,727.3,0.000462,727.3,0.001235,727.3,0.001257
728,0.000716,728,0.000385,728,0.001442,728,0.000477,728,0.001294,728,0.002029,728,0.000913,728,0.001336,728,0.001333
728.8,0.000112,728.8,-0.00024,728.8,0.000723,728.8,-0.00016,728.8,0.000658,728.8,0.001348,728.8,0.000149,728.8,0.001141,728.8,0.000804
729.6,0.000963,729.6,0.001046,729.6,0.000939,729.6,0.000251,729.6,0.001168,729.6,0.001337,729.6,0.000464,729.6,0.001657,729.6,0.00082
730.4,0.000692,730.4,0.000689,730.4,0.000496,730.4,0.000193,730.4,-0.00017,730.4,0.000988,730.4,0.000289,730.4,0.001448,730.4,0.000859
731.1,0.000515,731.1,0.000444,731.1,0.000409,731.1,0.000307,731.1,-0.00085,731.1,0.000936,731.1,3.10E-05,731.1,0.000768,731.1,0.000382
731.9,-0.00017,731.9,-0.00058,731.9,0.00049,731.9,-9.09E-05,731.9,-0.00142,731.9,0.000824,731.9,0.000224,731.9,0.000425,731.9,0.001191
732.7,0.00042,732.7,-0.00027,732.7,0.000726,732.7,-0.00011,732.7,-3.83E-05,732.7,0.001701,732.7,0.000607,732.7,0.000908,732.7,0.001814
733.4,0.000558,733.4,0.000338,733.4,0.000923,733.4,0.000415,733.4,0.00054,733.4,0.002349,733.4,0.001329,733.4,0.001817,733.4,0.002173
734.2,0.000219,734.2,0.001008,734.2,0.000773,734.2,0.000379,734.2,0.000232,734.2,0.002627,734.2,0.001044,734.2,0.001811,734.2,0.001313
735,-0.00019,735,0.001192,735,0.001084,735,0.000747,735,0.000409,735,0.002856,735,0.00075,735,0.00161,735,0.001429
735.8,0.000226,735.8,0.001218,735.8,0.001184,735.8,0.000251,735.8,0.000513,735.8,0.002091,735.8,0.000135,735.8,0.000864,735.8,0.001247
736.5,0.000624,736.5,0.000546,736.5,0.001299,736.5,0.001091,736.5,0.0006,736.5,0.001798,736.5,0.000428,736.5,0.000496,736.5,0.00143
737.3,0.000589,737.3,4.10E-05,737.3,0.000856,737.3,0.000968,737.3,-0.00033,737.3,0.001092,737.3,9.49E-05,737.3,9.89E-05,737.3,0.000866
738.1,-0.0001,738.1,-0.00048,738.1,0.000275,738.1,0.000507,738.1,-0.00094,738.1,0.000503,738.1,-0.00024,738.1,-0.00078,738.1,0.000591
738.9,-0.00049,738.9,0.000307,738.9,0.000424,738.9,-2.74E-05,738.9,-0.00048,738.9,0.001017,738.9,-0.00016,738.9,-0.00053,738.9,0.000731
739.6,-0.00036,739.6,0.000497,739.6,0.000544,739.6,0.000152,739.6,-0.00031,739.6,0.000849,739.6,0.000321,739.6,-0.00015,739.6,0.000915
740.4,0.000343,740.4,0.001114,740.4,0.00112,740.4,0.000957,740.4,0.000788,740.4,0.001509,740.4,0.000823,740.4,0.00113,740.4,0.001049
741.2,0.000728,741.2,0.000531,741.2,0.001262,741.2,0.000726,741.2,0.000834,741.2,0.000973,741.2,0.00019,741.2,0.001374,741.2,0.000881
742,0.000935,742,0.001062,742,0.001193,742,0.000535,742,0.000905,742,0.001277,742,9.79E-05,742,0.001316,742,0.000934
742.7,0.00093,742.7,0.00109,742.7,0.00128,742.7,0.000608,742.7,0.000498,742.7,0.000914,742.7,0.000404,742.7,0.001075,742.7,0.001144
743.5,0.000937,743.5,0.001293,743.5,0.001552,743.5,0.000855,743.5,0.000702,743.5,0.001222,743.5,0.000912,743.5,0.001366,743.5,0.00088
744.3,0.001096,744.3,0.000823,744.3,0.001865,744.3,0.001168,744.3,0.001183,744.3,0.001722,744.3,0.001349,744.3,0.001602,744.3,0.000923
745.1,0.000127,745.1,4.47E-05,745.1,0.000958,745.1,0.000368,745.1,0.000426,745.1,0.000842,745.1,0.000622,745.1,0.000766,745.1,0.000434
745.8,-0.00025,745.8,-0.00021,745.8,0.000364,745.8,0.000233,745.8,-1.83E-05,745.8,0.000694,745.8,0.00019,745.8,0.000338,745.8,0.000514
746.6,-0.00036,746.6,0.00022,746.6,0.000272,746.6,-1.00E-04,746.6,-0.00038,746.6,-2.82E-05,746.6,-0.0003,746.6,-5.18E-05,746.6,0.000721
747.4,-0.00011,747.4,0.000838,747.4,0.000985,747.4,2.52E-05,747.4,0.000252,747.4,0.001137,747.4,0.000161,747.4,0.000401,747.4,0.001505
748.1,0.000338,748.1,0.001237,748.1,0.000507,748.1,8.38E-06,748.1,0.000207,748.1,0.000904,748.1,0.000134,748.1,0.000482,748.1,0.001912
748.9,0.000202,748.9,0.000995,748.9,0.00057,748.9,0.000739,748.9,0.000689,748.9,0.001519,748.9,0.000223,748.9,0.000883,748.9,0.001913
749.7,0.000808,749.7,0.00085,749.7,0.000738,749.7,0.00118,749.7,0.000306,749.7,0.001271,749.7,4.60E-05,749.7,0.001118,749.7,0.00163
750.5,0.000574,750.5,0.000655,750.5,0.000948,750.5,0.001206,750.5,0.000203,750.5,0.001797,750.5,0.000326,750.5,0.001695,750.5,0.001669
751.2,0.000538,751.2,0.000295,751.2,0.000605,751.2,0.000321,751.2,-6.56E-05,751.2,0.001451,751.2,0.000162,751.2,0.001368,751.2,0.001168
752,0.00011,752,9.37E-05,752,0.000285,752,0.000108,752,0.000145,752,0.001292,752,0.000166,752,0.001689,752,0.001234
752.8,0.000105,752.8,-4.59E-05,752.8,0.000879,752.8,-0.00036,752.8,0.000486,752.8,0.000565,752.8,-0.00031,752.8,0.000903,752.8,0.000724
753.6,-0.00047,753.6,-0.00027,753.6,0.00082,753.6,3.86E-06,753.6,-0.00027,753.6,0.000127,753.6,-0.00061,753.6,0.000638,753.6,0.000983
754.3,-0.00025,754.3,1.00E-05,754.3,0.000886,754.3,0.000201,754.3,-0.00051,754.3,0.000256,754.3,-0.00117,754.3,0.00014,754.3,0.000531
755.1,-0.00101,755.1,-0.00042,755.1,-0.00016,755.1,7.69E-05,755.1,-0.00127,755.1,-0.00024,755.1,-0.00145,755.1,-0.0002,755.1,0.000371
755.9,-0.00061,755.9,9.68E-05,755.9,0.00013,755.9,0.000158,755.9,-0.00053,755.9,0.000276,755.9,-0.00057,755.9,0.000222,755.9,0.000278
756.7,-0.00043,756.7,0.000139,756.7,9.85E-05,756.7,0.000134,756.7,0.000128,756.7,0.000557,756.7,4.61E-05,756.7,0.000878,756.7,0.000116
757.4,0.001022,757.4,0.000824,757.4,0.000948,757.4,0.001041,757.4,0.000703,757.4,0.001503,757.4,0.001587,757.4,0.001921,757.4,0.001097
758.2,0.001233,758.2,0.000487,758.2,0.000888,758.2,0.000953,758.2,0.000942,758.2,0.001641,758.2,0.001431,758.2,0.002254,758.2,0.001072
759,0.001521,759,0.000386,759,0.001181,759,0.001514,759,0.000437,759,0.001741,759,0.001302,759,0.001952,759,0.001596
759.8,0.000978,759.8,5.60E-05,759.8,0.001253,759.8,0.001214,759.8,0.000112,759.8,0.001941,759.8,0.000513,759.8,0.001692,759.8,0.000865
760.5,0.001046,760.5,0.00038,760.5,0.001503,760.5,0.001454,760.5,9.23E-05,760.5,0.001827,760.5,0.000102,760.5,0.00104,760.5,0.000686
761.3,0.000837,761.3,0.000887,761.3,0.001586,761.3,0.000985,761.3,7.33E-05,761.3,0.00149,761.3,0.000129,761.3,0.00071,761.3,0.001057
762.1,0.000743,762.1,0.001067,762.1,0.00158,762.1,0.000834,762.1,0.000473,762.1,0.001372,762.1,0.000145,762.1,0.000435,762.1,0.00115
762.9,0.0002,762.9,0.000504,762.9,0.000846,762.9,0.000281,762.9,-4.87E-05,762.9,0.000508,762.9,-0.00036,762.9,0.000798,762.9,0.00069
763.6,0.000453,763.6,-0.00026,763.6,0.000848,763.6,0.000578,763.6,0.000383,763.6,0.001014,763.6,-0.00015,763.6,0.00124,763.6,0.00039
764.4,0.000665,764.4,-0.0002,764.4,0.000235,764.4,0.001121,764.4,0.000783,764.4,0.000944,764.4,-0.00022,764.4,0.001391,764.4,0.000544
765.2,0.001175,765.2,0.000888,765.2,0.001026,765.2,0.001623,765.2,0.000882,765.2,0.001935,765.2,0.000531,765.2,0.002013,765.2,0.001725
765.9,0.000623,765.9,0.000969,765.9,0.000892,765.9,0.001203,765.9,0.000748,765.9,0.002201,765.9,0.000706,765.9,0.001928,765.9,0.001886
766.7,0.000474,766.7,0.000856,766.7,0.000969,766.7,0.000906,766.7,0.000301,766.7,0.001576,766.7,7.31E-05,766.7,0.001518,766.7,0.001782
767.5,-0.00027,767.5,0.000134,767.5,0.000444,767.5,0.000545,767.5,0.00035,767.5,0.001226,767.5,-0.00042,767.5,0.000383,767.5,0.000973
768.3,-8.86E-05,768.3,0.000469,768.3,0.00038,768.3,0.000535,768.3,0.000376,768.3,0.000978,768.3,-0.00057,768.3,7.50E-05,768.3,0.000921
769,0.000427,769,0.000838,769,0.000612,769,0.000162,769,0.000317,769,0.001814,769,3.96E-05,769,0.000346,769,0.000686
769.8,0.001338,769.8,0.000779,769.8,0.000721,769.8,0.00039,769.8,0.000632,769.8,0.002043,769.8,0.000361,769.8,0.000624,769.8,0.000695
770.6,0.001165,770.6,0.000841,770.6,0.001298,770.6,0.0009,770.6,0.000747,770.6,0.002236,770.6,0.000447,770.6,0.000957,770.6,0.000845
771.4,0.000111,771.4,0.000923,771.4,0.001119,771.4,0.000872,771.4,0.001148,771.4,0.001866,771.4,0.00053,771.4,0.000933,771.4,0.000968
772.1,-0.0001,772.1,0.000987,772.1,0.001283,772.1,0.001018,772.1,0.001007,772.1,0.00205,772.1,0.000821,772.1,0.001131,772.1,0.001063
772.9,5.65E-05,772.9,0.000743,772.9,0.000818,772.9,0.000706,772.9,0.001014,772.9,0.002319,772.9,0.000388,772.9,0.001367,772.9,0.00053
773.7,0.000564,773.7,0.000305,773.7,0.001025,773.7,0.001314,773.7,0.001104,773.7,0.00292,773.7,0.001037,773.7,0.001333,773.7,0.00069
774.5,0.000994,774.5,0.000632,774.5,0.001455,774.5,0.001122,774.5,0.001222,774.5,0.003298,774.5,0.001561,774.5,0.00192,774.5,0.001603
775.2,0.000983,775.2,0.000556,775.2,0.000896,775.2,0.000664,775.2,0.000498,775.2,0.002549,775.2,0.001587,775.2,0.001203,775.2,0.001782
776,0.00071,776,0.000489,776,0.001003,776,-3.51E-05,776,0.000287,776,0.002553,776,0.000848,776,0.000976,776,0.001473
776.8,0.000559,776.8,0.000453,776.8,0.001023,776.8,0.000199,776.8,-0.00019,776.8,0.002505,776.8,0.000368,776.8,0.000588,776.8,0.00039
